Numărul de cărți este 422

| Cartea | Pagini |
|    128 |    730 |
|    129 |    184 |
|    130 |   1181 |
|    131 |    238 |
|    132 |    815 |
|    133 |    525 |
|    134 |   1008 |
|    135 |    543 |
|    136 |   1346 |
|    137 |   1099 |
|    138 |    931 |
|    139 |   1397 |
|    140 |    568 |
|    141 |   1097 |
|    142 |   1462 |
|    143 |   1447 |
|    144 |   1137 |
|    145 |   1164 |
|    146 |   1241 |
|    147 |   1351 |
|    148 |    507 |
|    149 |    195 |
|    150 |   1342 |
|    151 |    916 |
|    152 |    872 |
|    153 |   1151 |
|    154 |   1250 |
|    155 |   1488 |
|    156 |    558 |
|    157 |    716 |
|    158 |   1490 |
|    159 |    511 |
|    160 |   1070 |
|    161 |    773 |
|    162 |    631 |
|    163 |    101 |
|    164 |   1456 |
|    165 |   1293 |
|    166 |    719 |
|    167 |    638 |
|    168 |   1313 |
|    169 |   1107 |
|    170 |    209 |
|    171 |   1363 |
|    172 |   1253 |
|    173 |    995 |
|    174 |   1244 |
|    175 |   1282 |
|    176 |   1073 |
|    177 |   1429 |
|    178 |   1252 |
|    179 |     97 |
|    180 |   1148 |
|    181 |    744 |
|    182 |    140 |
|    183 |    883 |
|    184 |    857 |
|    185 |   1229 |
|    186 |   1289 |
|    187 |   1309 |
|    188 |    477 |
|    189 |    338 |
|    190 |    873 |
|    191 |    319 |
|    192 |   1176 |
|    193 |    791 |
|    194 |    510 |
|    195 |   1461 |
|    196 |    958 |
|    197 |    729 |
|    198 |   1273 |
|    199 |   1386 |
|    200 |    412 |
|    201 |    438 |
|    202 |   1176 |
|    203 |   1358 |
|    204 |   1245 |
|    205 |    488 |
|    206 |    944 |
|    207 |    838 |
|    208 |    616 |
|    209 |   1288 |
|    210 |    653 |
|    211 |    319 |
|    212 |    684 |
|    213 |    978 |
|    214 |   1112 |
|    215 |   1141 |
|    216 |   1223 |
|    217 |    624 |
|    218 |    955 |
|    219 |    516 |
|    220 |   1409 |
|    221 |    229 |
|    222 |    139 |
|    223 |   1282 |
|    224 |    829 |
|    225 |   1230 |
|    226 |   1111 |
|    227 |     70 |
|    228 |    551 |
|    229 |    891 |
|    230 |   1057 |
|    231 |    811 |
|    232 |   1380 |
|    233 |    168 |
|    234 |   1233 |
|    235 |    636 |
|    236 |   1234 |
|    237 |   1445 |
|    238 |   1219 |
|    239 |    548 |
|    240 |   1446 |
|    241 |    114 |
|    242 |    976 |
|    243 |    471 |
|    244 |    590 |
|    245 |    913 |
|    246 |    802 |
|    247 |   1379 |
|    248 |     96 |
|    249 |    659 |
|    250 |    482 |
|    251 |    533 |
|    252 |    939 |
|    253 |    843 |
|    254 |    357 |
|    255 |    708 |
|    256 |    790 |
|    257 |    996 |
|    258 |    230 |
|    259 |   1191 |
|    260 |    973 |
|    261 |   1091 |
|    262 |    791 |
|    263 |   1340 |
|    264 |    170 |
|    265 |   1020 |
|    266 |    815 |
|    267 |    827 |
|    268 |    267 |
|    269 |    661 |
|    270 |    627 |
|    271 |   1403 |
|    272 |   1415 |
|    273 |   1244 |
|    274 |    194 |
|    275 |   1500 |
|    276 |   1115 |
|    277 |   1473 |
|    278 |    649 |
|    279 |    731 |
|    280 |    862 |
|    281 |    881 |
|    282 |    937 |
|    283 |   1259 |
|    284 |    171 |
|    285 |    458 |
|    286 |    145 |
|    287 |    812 |
|    288 |    667 |
|    289 |    892 |
|    290 |   1365 |
|    291 |   1284 |
|    292 |    372 |
|    293 |    828 |
|    294 |    776 |
|    295 |   1215 |
|    296 |   1313 |
|    297 |   1417 |
|    298 |    429 |
|    299 |   1496 |
|    300 |   1440 |
|    301 |    844 |
|    302 |    434 |
|    303 |   1349 |
|    304 |    148 |
|    305 |    263 |
|    306 |    622 |
|    307 |    570 |
|    308 |    667 |
|    309 |    149 |
|    310 |    123 |
|    311 |    321 |
|    312 |    725 |
|    313 |    715 |
|    314 |     87 |
|    315 |    286 |
|    316 |   1213 |
|    317 |    282 |
|    318 |   1272 |
|    319 |   1153 |
|    320 |    702 |
|    321 |    358 |
|    322 |    370 |
|    323 |    264 |
|    324 |   1498 |
|    325 |    965 |
|    326 |   1019 |
|    327 |    715 |
|    328 |   1077 |
|    329 |    264 |
|    330 |    446 |
|    331 |   1281 |
|    332 |   1467 |
|    333 |    418 |
|    334 |    138 |
|    335 |    593 |
|    336 |    836 |
|    337 |    564 |
|    338 |    968 |
|    339 |     93 |
|    340 |    393 |
|    341 |    289 |
|    342 |    195 |
|    343 |    739 |
|    344 |    999 |
|    345 |   1483 |
|    346 |    394 |
|    347 |    606 |
|    348 |    368 |
|    349 |    989 |
|    350 |    883 |
|    351 |    310 |
|    352 |    789 |
|    353 |    936 |
|    354 |    332 |
|    355 |   1193 |
|    356 |   1467 |
|    357 |    275 |
|    358 |     57 |
|    359 |    397 |
|    360 |    560 |
|    361 |   1003 |
|    362 |   1399 |
|    363 |   1483 |
|    364 |    561 |
|    365 |    406 |
|    366 |    279 |
|    367 |    384 |
|    368 |   1196 |
|    369 |    735 |
|    370 |   1035 |
|    371 |    727 |
|    372 |    970 |
|    373 |    241 |
|    374 |    149 |
|    375 |    430 |
|    376 |    389 |
|    377 |    268 |
|    378 |    285 |
|    379 |    567 |
|    380 |   1051 |
|    381 |    476 |
|    382 |    107 |
|    383 |   1182 |
|    384 |    102 |
|    385 |    147 |
|    386 |    640 |
|    387 |    426 |
|    388 |   1093 |
|    389 |    778 |
|    390 |   1229 |
|    391 |    909 |
|    392 |    901 |
|    393 |   1118 |
|    394 |   1433 |
|    395 |    577 |
|    396 |   1122 |
|    397 |   1254 |
|    398 |    736 |
|    399 |   1444 |
|    400 |   1042 |
|    401 |    469 |
|    402 |    146 |
|    403 |    690 |
|    404 |    375 |
|    405 |    863 |
|    406 |    153 |
|    407 |    399 |
|    408 |    112 |
|    409 |    536 |
|    410 |   1081 |
|    411 |   1496 |
|    412 |    769 |
|    413 |    242 |
|    414 |    485 |
|    415 |    575 |
|    416 |    761 |
|    417 |   1303 |
|    418 |    928 |
|    419 |   1421 |
|    420 |    554 |
|    421 |    941 |
|    422 |    876 |
Numerul TOTAL de pagini este 342532
O TREIME de pagini este reprezentata de 114177
===Rezultatele in cazul unei metode greedy===
Angajatul 1 este responsabil de 112802 pagini.
Angajatul 2 este responsabil de 113428 pagini.
Angajatul 3 este responsabil de 116302 pagini.
===Rezultatele in cazul unei metode de cautare exhaustive===
Angajatul 1 este responsabil de 114199 pagini.
Angajatul 2 este responsabil de 113940 pagini.
Angajatul 3 este responsabil de 114393 pagini.
