Numărul de cărți este 994

| Cartea | Pagini |
|    313 |   1105 |
|    314 |   1036 |
|    315 |   1113 |
|    316 |    477 |
|    317 |    749 |
|    318 |    816 |
|    319 |    441 |
|    320 |   1406 |
|    321 |    835 |
|    322 |   1268 |
|    323 |    649 |
|    324 |   1073 |
|    325 |    661 |
|    326 |   1472 |
|    327 |    323 |
|    328 |   1115 |
|    329 |   1302 |
|    330 |   1495 |
|    331 |    641 |
|    332 |    631 |
|    333 |    989 |
|    334 |   1181 |
|    335 |    481 |
|    336 |   1107 |
|    337 |    959 |
|    338 |     60 |
|    339 |    842 |
|    340 |    579 |
|    341 |    845 |
|    342 |    432 |
|    343 |    835 |
|    344 |    534 |
|    345 |    800 |
|    346 |   1094 |
|    347 |    377 |
|    348 |    575 |
|    349 |    281 |
|    350 |    228 |
|    351 |   1442 |
|    352 |    202 |
|    353 |   1469 |
|    354 |   1425 |
|    355 |   1142 |
|    356 |    636 |
|    357 |    340 |
|    358 |   1149 |
|    359 |    773 |
|    360 |    737 |
|    361 |    856 |
|    362 |    932 |
|    363 |   1056 |
|    364 |    312 |
|    365 |    107 |
|    366 |   1120 |
|    367 |   1345 |
|    368 |    118 |
|    369 |   1058 |
|    370 |    916 |
|    371 |    941 |
|    372 |    282 |
|    373 |    751 |
|    374 |   1454 |
|    375 |    419 |
|    376 |    930 |
|    377 |   1208 |
|    378 |    741 |
|    379 |     72 |
|    380 |    910 |
|    381 |    296 |
|    382 |    489 |
|    383 |    593 |
|    384 |   1099 |
|    385 |     79 |
|    386 |   1349 |
|    387 |    137 |
|    388 |    209 |
|    389 |   1401 |
|    390 |   1168 |
|    391 |     57 |
|    392 |    811 |
|    393 |    155 |
|    394 |    112 |
|    395 |   1051 |
|    396 |    112 |
|    397 |    200 |
|    398 |   1429 |
|    399 |    287 |
|    400 |   1015 |
|    401 |    540 |
|    402 |    146 |
|    403 |    719 |
|    404 |    139 |
|    405 |     57 |
|    406 |   1208 |
|    407 |    491 |
|    408 |    824 |
|    409 |    181 |
|    410 |    364 |
|    411 |   1243 |
|    412 |    484 |
|    413 |    508 |
|    414 |    268 |
|    415 |   1247 |
|    416 |   1415 |
|    417 |    112 |
|    418 |   1140 |
|    419 |    435 |
|    420 |    418 |
|    421 |    693 |
|    422 |    668 |
|    423 |   1294 |
|    424 |    425 |
|    425 |   1131 |
|    426 |   1030 |
|    427 |    609 |
|    428 |    158 |
|    429 |    833 |
|    430 |    487 |
|    431 |   1275 |
|    432 |    625 |
|    433 |    365 |
|    434 |    348 |
|    435 |   1320 |
|    436 |    871 |
|    437 |    276 |
|    438 |    195 |
|    439 |    933 |
|    440 |    127 |
|    441 |   1476 |
|    442 |    297 |
|    443 |    236 |
|    444 |    759 |
|    445 |    771 |
|    446 |   1224 |
|    447 |    534 |
|    448 |    544 |
|    449 |   1241 |
|    450 |     80 |
|    451 |    859 |
|    452 |    238 |
|    453 |    879 |
|    454 |   1369 |
|    455 |    108 |
|    456 |   1372 |
|    457 |   1273 |
|    458 |    101 |
|    459 |   1443 |
|    460 |   1095 |
|    461 |    478 |
|    462 |   1130 |
|    463 |    886 |
|    464 |    187 |
|    465 |    923 |
|    466 |    680 |
|    467 |    792 |
|    468 |    309 |
|    469 |    696 |
|    470 |    590 |
|    471 |    746 |
|    472 |   1164 |
|    473 |    585 |
|    474 |    862 |
|    475 |   1273 |
|    476 |   1249 |
|    477 |   1257 |
|    478 |    375 |
|    479 |    146 |
|    480 |    157 |
|    481 |    996 |
|    482 |    640 |
|    483 |    939 |
|    484 |    848 |
|    485 |    895 |
|    486 |    797 |
|    487 |   1395 |
|    488 |    557 |
|    489 |    922 |
|    490 |    600 |
|    491 |   1081 |
|    492 |    486 |
|    493 |    413 |
|    494 |    254 |
|    495 |   1431 |
|    496 |    930 |
|    497 |   1207 |
|    498 |    610 |
|    499 |    548 |
|    500 |     79 |
|    501 |    995 |
|    502 |   1081 |
|    503 |   1040 |
|    504 |   1301 |
|    505 |    178 |
|    506 |   1063 |
|    507 |    945 |
|    508 |    765 |
|    509 |    548 |
|    510 |    937 |
|    511 |   1244 |
|    512 |    574 |
|    513 |    748 |
|    514 |   1013 |
|    515 |    222 |
|    516 |    181 |
|    517 |    101 |
|    518 |    786 |
|    519 |   1064 |
|    520 |    271 |
|    521 |    526 |
|    522 |     83 |
|    523 |     99 |
|    524 |    206 |
|    525 |    687 |
|    526 |    257 |
|    527 |   1129 |
|    528 |   1069 |
|    529 |    266 |
|    530 |   1284 |
|    531 |    986 |
|    532 |   1360 |
|    533 |   1361 |
|    534 |    716 |
|    535 |   1249 |
|    536 |    383 |
|    537 |    673 |
|    538 |   1150 |
|    539 |   1251 |
|    540 |    367 |
|    541 |   1057 |
|    542 |    351 |
|    543 |   1337 |
|    544 |    469 |
|    545 |   1123 |
|    546 |    457 |
|    547 |     85 |
|    548 |   1023 |
|    549 |    108 |
|    550 |    444 |
|    551 |   1319 |
|    552 |    390 |
|    553 |    215 |
|    554 |    595 |
|    555 |    942 |
|    556 |    740 |
|    557 |   1036 |
|    558 |    143 |
|    559 |    132 |
|    560 |   1406 |
|    561 |   1272 |
|    562 |   1422 |
|    563 |    105 |
|    564 |    346 |
|    565 |    762 |
|    566 |    480 |
|    567 |    243 |
|    568 |   1450 |
|    569 |    655 |
|    570 |   1342 |
|    571 |    841 |
|    572 |    233 |
|    573 |    932 |
|    574 |    875 |
|    575 |    770 |
|    576 |    387 |
|    577 |   1426 |
|    578 |    873 |
|    579 |    470 |
|    580 |   1078 |
|    581 |    895 |
|    582 |    399 |
|    583 |   1453 |
|    584 |    405 |
|    585 |    368 |
|    586 |    518 |
|    587 |    169 |
|    588 |    822 |
|    589 |   1122 |
|    590 |    584 |
|    591 |    743 |
|    592 |    188 |
|    593 |    178 |
|    594 |    689 |
|    595 |    967 |
|    596 |    678 |
|    597 |   1391 |
|    598 |    448 |
|    599 |    366 |
|    600 |    992 |
|    601 |    381 |
|    602 |   1484 |
|    603 |    573 |
|    604 |    355 |
|    605 |    223 |
|    606 |    169 |
|    607 |    180 |
|    608 |    489 |
|    609 |   1290 |
|    610 |    764 |
|    611 |   1213 |
|    612 |    924 |
|    613 |   1460 |
|    614 |    390 |
|    615 |    107 |
|    616 |    168 |
|    617 |   1261 |
|    618 |     65 |
|    619 |    751 |
|    620 |   1309 |
|    621 |    541 |
|    622 |   1111 |
|    623 |    226 |
|    624 |    495 |
|    625 |    737 |
|    626 |    288 |
|    627 |     78 |
|    628 |    226 |
|    629 |   1321 |
|    630 |    404 |
|    631 |    204 |
|    632 |    918 |
|    633 |   1118 |
|    634 |    846 |
|    635 |   1374 |
|    636 |    137 |
|    637 |    206 |
|    638 |   1371 |
|    639 |    603 |
|    640 |   1253 |
|    641 |   1383 |
|    642 |    680 |
|    643 |    180 |
|    644 |    423 |
|    645 |    821 |
|    646 |   1445 |
|    647 |   1106 |
|    648 |    819 |
|    649 |    976 |
|    650 |   1207 |
|    651 |    381 |
|    652 |    406 |
|    653 |    172 |
|    654 |    720 |
|    655 |    269 |
|    656 |    112 |
|    657 |   1363 |
|    658 |    818 |
|    659 |    710 |
|    660 |    823 |
|    661 |    242 |
|    662 |    617 |
|    663 |   1023 |
|    664 |    370 |
|    665 |   1127 |
|    666 |    226 |
|    667 |   1036 |
|    668 |    768 |
|    669 |    195 |
|    670 |    613 |
|    671 |   1394 |
|    672 |   1260 |
|    673 |   1286 |
|    674 |   1194 |
|    675 |    925 |
|    676 |    237 |
|    677 |    162 |
|    678 |    920 |
|    679 |    706 |
|    680 |   1065 |
|    681 |    749 |
|    682 |   1153 |
|    683 |    263 |
|    684 |    226 |
|    685 |    435 |
|    686 |     68 |
|    687 |    662 |
|    688 |   1340 |
|    689 |    835 |
|    690 |    769 |
|    691 |   1258 |
|    692 |   1062 |
|    693 |    861 |
|    694 |    483 |
|    695 |    259 |
|    696 |    289 |
|    697 |     86 |
|    698 |    430 |
|    699 |   1337 |
|    700 |    620 |
|    701 |    168 |
|    702 |    533 |
|    703 |   1192 |
|    704 |    397 |
|    705 |    181 |
|    706 |    955 |
|    707 |    614 |
|    708 |   1021 |
|    709 |    372 |
|    710 |   1366 |
|    711 |    422 |
|    712 |    910 |
|    713 |    361 |
|    714 |    723 |
|    715 |    567 |
|    716 |    694 |
|    717 |   1264 |
|    718 |    362 |
|    719 |   1100 |
|    720 |   1302 |
|    721 |    171 |
|    722 |    928 |
|    723 |   1114 |
|    724 |   1235 |
|    725 |    543 |
|    726 |    286 |
|    727 |    194 |
|    728 |   1150 |
|    729 |   1119 |
|    730 |    423 |
|    731 |   1370 |
|    732 |    498 |
|    733 |    114 |
|    734 |   1464 |
|    735 |   1212 |
|    736 |    227 |
|    737 |    141 |
|    738 |    181 |
|    739 |    155 |
|    740 |    911 |
|    741 |   1102 |
|    742 |   1459 |
|    743 |    146 |
|    744 |    578 |
|    745 |     90 |
|    746 |   1174 |
|    747 |    238 |
|    748 |    233 |
|    749 |    408 |
|    750 |   1022 |
|    751 |    869 |
|    752 |    390 |
|    753 |    983 |
|    754 |   1218 |
|    755 |    700 |
|    756 |    770 |
|    757 |    358 |
|    758 |    273 |
|    759 |    784 |
|    760 |    425 |
|    761 |   1499 |
|    762 |    294 |
|    763 |    332 |
|    764 |   1394 |
|    765 |    334 |
|    766 |    174 |
|    767 |   1141 |
|    768 |    629 |
|    769 |   1172 |
|    770 |    980 |
|    771 |    719 |
|    772 |    137 |
|    773 |     50 |
|    774 |    872 |
|    775 |    271 |
|    776 |    350 |
|    777 |     66 |
|    778 |    351 |
|    779 |   1132 |
|    780 |    122 |
|    781 |   1461 |
|    782 |   1238 |
|    783 |   1194 |
|    784 |   1483 |
|    785 |    908 |
|    786 |    612 |
|    787 |   1066 |
|    788 |    313 |
|    789 |   1080 |
|    790 |    440 |
|    791 |   1313 |
|    792 |   1369 |
|    793 |    552 |
|    794 |   1240 |
|    795 |    460 |
|    796 |    575 |
|    797 |    557 |
|    798 |    235 |
|    799 |    947 |
|    800 |    257 |
|    801 |     62 |
|    802 |    665 |
|    803 |    897 |
|    804 |    524 |
|    805 |    361 |
|    806 |    332 |
|    807 |   1024 |
|    808 |    873 |
|    809 |    337 |
|    810 |    250 |
|    811 |   1336 |
|    812 |    175 |
|    813 |   1378 |
|    814 |    719 |
|    815 |    261 |
|    816 |   1004 |
|    817 |    494 |
|    818 |    510 |
|    819 |   1203 |
|    820 |    585 |
|    821 |    601 |
|    822 |     72 |
|    823 |     80 |
|    824 |    314 |
|    825 |   1498 |
|    826 |   1349 |
|    827 |   1391 |
|    828 |   1193 |
|    829 |    751 |
|    830 |    729 |
|    831 |   1309 |
|    832 |   1156 |
|    833 |    307 |
|    834 |   1363 |
|    835 |    215 |
|    836 |   1331 |
|    837 |    203 |
|    838 |    117 |
|    839 |    523 |
|    840 |    357 |
|    841 |   1011 |
|    842 |   1039 |
|    843 |   1254 |
|    844 |    366 |
|    845 |    387 |
|    846 |    893 |
|    847 |   1196 |
|    848 |    275 |
|    849 |    410 |
|    850 |    374 |
|    851 |   1084 |
|    852 |   1406 |
|    853 |    107 |
|    854 |    243 |
|    855 |    432 |
|    856 |    237 |
|    857 |    406 |
|    858 |   1168 |
|    859 |   1357 |
|    860 |   1288 |
|    861 |    114 |
|    862 |   1471 |
|    863 |    602 |
|    864 |    559 |
|    865 |    131 |
|    866 |   1464 |
|    867 |   1262 |
|    868 |     77 |
|    869 |     67 |
|    870 |    609 |
|    871 |   1197 |
|    872 |     74 |
|    873 |    948 |
|    874 |   1356 |
|    875 |   1236 |
|    876 |    212 |
|    877 |    376 |
|    878 |    247 |
|    879 |   1001 |
|    880 |    685 |
|    881 |   1314 |
|    882 |   1414 |
|    883 |    368 |
|    884 |    595 |
|    885 |    139 |
|    886 |   1460 |
|    887 |    469 |
|    888 |   1315 |
|    889 |    543 |
|    890 |   1279 |
|    891 |   1459 |
|    892 |    742 |
|    893 |    494 |
|    894 |    785 |
|    895 |    912 |
|    896 |    359 |
|    897 |    626 |
|    898 |    881 |
|    899 |    186 |
|    900 |    211 |
|    901 |   1079 |
|    902 |    527 |
|    903 |    538 |
|    904 |     91 |
|    905 |    341 |
|    906 |    899 |
|    907 |   1411 |
|    908 |    899 |
|    909 |    633 |
|    910 |   1117 |
|    911 |   1005 |
|    912 |    350 |
|    913 |    445 |
|    914 |    342 |
|    915 |    639 |
|    916 |   1022 |
|    917 |    601 |
|    918 |    599 |
|    919 |    778 |
|    920 |   1286 |
|    921 |    588 |
|    922 |   1215 |
|    923 |    242 |
|    924 |    620 |
|    925 |   1030 |
|    926 |    583 |
|    927 |     91 |
|    928 |    468 |
|    929 |    183 |
|    930 |    708 |
|    931 |   1169 |
|    932 |    485 |
|    933 |     65 |
|    934 |   1500 |
|    935 |   1244 |
|    936 |     72 |
|    937 |    123 |
|    938 |   1313 |
|    939 |   1441 |
|    940 |   1284 |
|    941 |   1405 |
|    942 |   1407 |
|    943 |    802 |
|    944 |    677 |
|    945 |    956 |
|    946 |    677 |
|    947 |    758 |
|    948 |    671 |
|    949 |   1410 |
|    950 |    225 |
|    951 |    496 |
|    952 |    989 |
|    953 |   1015 |
|    954 |    769 |
|    955 |   1479 |
|    956 |   1312 |
|    957 |    502 |
|    958 |   1378 |
|    959 |    195 |
|    960 |    786 |
|    961 |   1282 |
|    962 |    611 |
|    963 |    648 |
|    964 |    420 |
|    965 |    708 |
|    966 |    961 |
|    967 |   1103 |
|    968 |   1223 |
|    969 |    424 |
|    970 |   1371 |
|    971 |    931 |
|    972 |   1003 |
|    973 |   1329 |
|    974 |   1287 |
|    975 |   1278 |
|    976 |    814 |
|    977 |    269 |
|    978 |   1452 |
|    979 |   1090 |
|    980 |    446 |
|    981 |    983 |
|    982 |    110 |
|    983 |    205 |
|    984 |    454 |
|    985 |    349 |
|    986 |   1165 |
|    987 |    515 |
|    988 |    761 |
|    989 |    930 |
|    990 |    495 |
|    991 |   1472 |
|    992 |    202 |
|    993 |    992 |
|    994 |   1193 |
Numerul TOTAL de pagini este 729999
O TREIME de pagini este reprezentata de 243333
===Rezultatele in cazul unei metode greedy===
Angajatul 1 este responsabil de 242953 pagini.
Angajatul 2 este responsabil de 242836 pagini.
Angajatul 3 este responsabil de 244210 pagini.
===Rezultatele in cazul unei metode de cautare exhaustive===
Angajatul 1 este responsabil de 242953 pagini.
Angajatul 2 este responsabil de 243963 pagini.
Angajatul 3 este responsabil de 243083 pagini.
